event_type,event_type_name,expected_participants,duration_hours,prize_pool,refreshments_needed,stationary_needed,goodies_needed,physical_certificate,trophies_needed,volunteers_needed,rooms_needed,refreshment_item_count,stationery_item_count,expense_refreshments,expense_stationery,expense_certificates,expense_goodies,expense_trophies,expense_other,total_expense
0,Non-Technical,215,4,0,1,1,0,0,0,9,6,4,2,21481,7171,0,0,0,6057,34709
0,Non-Technical,222,2,0,1,0,1,1,0,10,5,4,0,12182,0,3413,15372,0,9657,40624
3,Seminar,296,2,0,1,0,0,0,0,14,9,4,0,11671,0,0,0,0,8015,19686
1,Technical,126,3,0,1,0,0,1,0,8,2,1,0,1236,0,1330,0,0,10222,12788
2,Hackathon,48,5,0,1,1,0,1,0,2,1,3,5,1481,2447,685,0,0,5706,10319
1,Technical,62,2,0,1,0,0,0,0,2,1,3,0,3005,0,0,0,0,6030,9035
1,Technical,150,1,7000,1,0,0,1,1,9,5,1,0,2761,0,2043,0,2100,9117,16021
0,Non-Technical,190,2,7000,0,0,1,1,1,17,3,0,0,0,0,2240,11216,3541,6448,23445
4,Workshop,100,4,0,0,0,1,1,0,4,2,0,0,0,0,1402,2155,0,4745,8302
1,Technical,60,1,0,1,0,1,0,0,2,1,4,0,3156,0,0,5005,0,7537,15698
4,Workshop,25,2,0,1,1,0,0,0,2,1,4,3,1230,875,0,0,0,5241,7346
3,Seminar,256,2,0,1,1,0,1,0,12,8,1,4,5375,12611,2659,0,0,6474,27119
1,Technical,109,2,2000,0,1,0,1,1,4,2,0,1,0,791,1319,0,2334,10716,15160
3,Seminar,253,3,0,1,1,0,1,0,11,4,2,2,7469,9953,3301,0,0,8159,28882
3,Seminar,185,1,0,1,0,0,1,0,10,4,4,0,8126,0,2241,0,0,6015,16382
1,Technical,72,1,0,1,1,1,0,0,3,1,4,2,3744,752,0,4331,0,4880,13707
0,Non-Technical,146,2,5000,1,0,0,1,1,10,3,1,0,1720,0,1648,0,2748,2422,8538
2,Hackathon,102,8,0,1,0,1,1,0,7,1,4,0,10447,0,1076,8131,0,6286,25940
1,Technical,75,4,2000,0,1,1,1,1,7,1,0,1,0,2912,949,5229,3110,4629,16829
0,Non-Technical,134,1,0,1,1,0,1,0,8,2,3,2,5598,5061,1640,0,0,10284,22583
2,Hackathon,179,8,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,6994,6994
4,Workshop,35,5,0,1,1,1,1,0,2,1,3,1,1602,478,465,1219,0,8917,12681
1,Technical,84,2,5000,1,0,1,0,1,7,2,4,0,4057,0,0,4952,1483,3928,14420
1,Technical,26,2,0,1,0,0,1,0,2,1,4,0,1502,0,427,0,0,8336,10265
4,Workshop,53,4,0,1,1,0,1,0,2,1,1,3,3572,2356,679,0,0,10375,16982
4,Workshop,39,5,0,1,1,0,1,0,2,1,3,5,4217,2017,545,0,0,8176,14955
0,Non-Technical,183,2,1000,1,1,1,0,1,10,4,3,1,6976,1084,0,2358,1629,7285,19332
1,Technical,166,4,2000,1,1,0,0,1,9,2,3,1,14097,1847,0,0,4792,6892,27628
2,Hackathon,132,5,20000,1,0,0,0,1,5,3,4,0,15649,0,0,0,3810,8014,27473
2,Hackathon,76,4,0,1,1,1,1,0,6,1,4,5,6906,4339,817,3442,0,7223,22727
4,Workshop,55,5,0,1,0,1,0,0,2,1,3,0,4884,0,0,1535,0,6589,13008
1,Technical,154,2,3000,0,1,1,1,1,10,4,0,5,0,8600,1639,3493,2137,8822,24691
1,Technical,102,2,20000,1,0,0,0,1,10,2,2,0,2793,0,0,0,3480,7306,13579
3,Seminar,272,2,0,1,0,1,1,0,19,6,1,0,4395,0,3635,12372,0,5677,26079
0,Non-Technical,209,3,5000,1,1,0,1,0,10,3,2,2,5616,3082,1947,0,0,6139,16784
2,Hackathon,102,5,3000,1,0,0,1,1,9,1,1,0,5371,0,1289,0,1468,10971,19099
0,Non-Technical,202,4,5000,1,1,0,1,1,12,6,1,3,13143,3097,1740,0,1645,5490,25115
0,Non-Technical,181,3,0,0,1,1,1,0,16,4,0,2,0,1769,1902,13697,0,3875,21243
0,Non-Technical,217,3,0,1,1,0,1,0,9,3,1,5,3357,9157,2739,0,0,6529,21782
2,Hackathon,78,4,0,1,1,0,1,0,3,1,1,1,1250,467,1169,0,0,9246,12132
0,Non-Technical,42,1,0,1,0,0,1,0,2,1,4,0,1676,0,619,0,0,7322,9617
0,Non-Technical,169,3,0,1,1,0,1,0,8,5,2,5,4751,7894,1658,0,0,11661,25964
0,Non-Technical,203,2,0,1,0,0,1,0,8,4,3,0,8963,0,2970,0,0,15201,27134
0,Non-Technical,172,1,7000,1,1,0,1,0,7,5,1,4,2431,6143,1893,0,0,5559,16026
2,Hackathon,120,5,0,0,1,1,1,0,5,2,0,1,0,1041,1845,6520,0,8565,17971
3,Seminar,235,3,0,1,1,0,0,0,18,4,4,4,12810,11247,0,0,0,8400,32457
2,Hackathon,87,5,3000,0,1,0,1,1,6,1,0,1,0,1109,1139,0,1537,7891,11676
2,Hackathon,30,4,0,1,0,0,0,0,2,1,1,0,2218,0,0,0,0,8378,10596
2,Hackathon,169,6,20000,1,1,1,1,1,7,5,3,4,16179,8418,2218,12750,4475,6385,50425
1,Technical,117,3,2000,1,1,0,1,1,6,2,4,3,6486,4149,1381,0,1980,5448,19444
3,Seminar,256,2,0,1,1,0,1,0,21,6,4,1,10420,1648,2545,0,0,11326,25939
2,Hackathon,147,8,15000,1,0,1,1,1,13,4,2,0,2830,0,2353,7414,1583,12302,26482
1,Technical,37,1,7000,0,0,0,0,1,2,1,0,0,0,0,0,0,2418,5140,7558
1,Technical,116,4,20000,1,0,1,1,1,6,2,3,0,3416,0,1449,1617,2769,11883,21134
1,Technical,165,1,0,1,0,0,1,0,7,2,3,0,7274,0,2477,0,0,11467,21218
2,Hackathon,177,6,2000,1,0,0,0,1,8,3,1,0,3270,0,0,0,1787,4316,9373
2,Hackathon,191,5,15000,1,1,0,1,0,9,5,3,2,19446,8853,2934,0,0,8998,40231
3,Seminar,225,1,0,1,0,1,1,0,11,4,4,0,9590,0,2814,3961,0,8776,25141
4,Workshop,78,2,0,1,1,1,1,0,6,1,3,1,2668,659,790,4545,0,5345,14007
0,Non-Technical,176,2,1000,1,1,1,0,1,13,3,3,5,5421,8881,0,2621,5263,11478,33664
2,Hackathon,71,8,10000,1,1,1,1,1,7,1,4,2,3475,2723,877,1379,1581,6338,16373
0,Non-Technical,48,2,10000,1,1,1,1,1,4,1,3,3,2301,966,635,1294,3407,13268,21871
0,Non-Technical,130,4,0,1,0,1,1,0,5,2,4,0,13355,0,1199,7839,0,11542,33935
2,Hackathon,195,7,1000,0,0,0,1,1,17,6,0,0,0,0,1997,0,3598,13996,19591
1,Technical,133,2,3000,1,0,0,0,0,10,3,4,0,5570,0,0,0,0,13086,18656
4,Workshop,65,5,0,1,1,1,1,0,4,1,1,4,3999,2141,772,1222,0,7199,15333
2,Hackathon,30,7,0,1,0,1,1,0,2,1,3,0,4615,0,531,2873,0,6649,14668
2,Hackathon,75,5,0,0,1,0,1,0,3,1,0,2,0,2844,1163,0,0,13470,17477
4,Workshop,23,5,0,1,0,1,1,0,2,1,3,0,2049,0,398,2252,0,6324,11023
2,Hackathon,80,7,0,1,0,0,0,0,4,2,2,0,17533,0,0,0,0,11582,29115
1,Technical,189,4,1000,1,1,1,1,0,13,3,3,2,16241,1715,1862,2839,0,9749,32406
1,Technical,71,4,0,1,0,1,1,0,2,1,2,0,6336,0,921,1209,0,7240,15706
0,Non-Technical,170,1,20000,1,1,0,1,1,7,5,3,3,5196,2216,1626,0,4585,11766,25389
4,Workshop,30,3,0,0,1,1,1,0,2,1,0,1,0,1297,545,820,0,9537,12199
2,Hackathon,80,6,0,1,1,0,1,0,6,1,4,4,13086,3472,963,0,0,6211,23732
1,Technical,104,3,1000,1,0,0,1,0,6,2,3,0,4048,0,1422,0,0,5655,11125
0,Non-Technical,97,3,10000,1,1,0,0,1,5,2,4,3,4493,3262,0,0,3346,6081,17182
3,Seminar,130,3,0,1,1,0,1,0,7,4,1,5,1936,6236,1625,0,0,10315,20112
1,Technical,94,2,0,1,0,1,1,0,3,1,4,0,3907,0,1031,5857,0,6811,17606
4,Workshop,72,3,0,1,1,0,1,0,5,1,3,3,2614,3084,1195,0,0,8840,15733
3,Seminar,196,3,0,1,1,0,1,0,8,3,3,1,6443,738,2465,0,0,6573,16219
3,Seminar,138,2,0,1,1,1,1,0,7,4,4,2,7585,5931,1759,2301,0,8888,26464
3,Seminar,78,3,0,1,1,0,1,0,5,2,4,1,3866,931,1078,0,0,8282,14157
1,Technical,74,3,0,1,1,0,1,0,6,1,3,1,3076,439,1019,0,0,9664,14198
0,Non-Technical,182,3,5000,1,1,1,1,1,10,5,3,1,5914,6719,1627,2236,2240,8512,27248
3,Seminar,263,3,0,1,1,0,1,0,11,7,1,2,3527,11923,3019,0,0,6140,24609
0,Non-Technical,121,4,10000,0,0,1,1,1,6,2,0,0,0,0,1214,6706,3098,8549,19567
1,Technical,158,1,5000,1,0,0,0,1,6,3,2,0,2554,0,0,0,1957,6010,10521
4,Workshop,63,3,0,1,0,0,1,0,4,2,1,0,1170,0,675,0,0,9175,11020
4,Workshop,46,4,0,0,0,1,0,0,3,1,0,0,0,0,0,2659,0,7008,9667
3,Seminar,144,2,0,1,0,0,0,0,6,2,1,0,2851,0,0,0,0,3686,6537
1,Technical,49,4,1000,1,1,0,0,1,2,1,1,5,855,2620,0,0,2395,9956,15826
3,Seminar,53,3,0,1,0,1,1,0,2,1,4,0,2835,0,535,3946,0,6707,14023
4,Workshop,95,2,0,1,0,0,1,0,6,2,3,0,3857,0,1387,0,0,6871,12115
0,Non-Technical,40,3,0,1,0,0,1,0,2,1,4,0,1869,0,621,0,0,7515,10005
4,Workshop,94,4,0,1,1,0,0,0,4,2,3,3,3509,3866,0,0,0,4038,11413
1,Technical,34,2,0,1,0,0,1,0,2,1,3,0,1615,0,690,0,0,3857,6162
3,Seminar,283,1,0,1,1,1,1,0,17,5,4,1,13183,1440,4179,3533,0,4705,27040
4,Workshop,35,2,0,1,0,1,1,0,2,1,2,0,740,0,620,931,0,10280,12571
3,Seminar,107,1,0,1,1,1,1,0,4,1,2,3,2078,4474,1585,6191,0,5616,19944
0,Non-Technical,33,3,0,1,1,1,1,0,2,1,1,4,697,2090,566,1699,0,6967,12019
0,Non-Technical,33,2,3000,1,1,1,1,1,2,1,3,2,1522,836,625,2152,5245,9871,20251
2,Hackathon,160,8,3000,1,1,1,1,1,7,4,1,1,34929,6642,2058,2996,2351,12149,61125
3,Seminar,282,2,0,0,0,1,0,0,21,7,0,0,0,0,0,18150,0,9107,27257
1,Technical,127,1,0,1,0,0,0,0,5,3,3,0,4165,0,0,0,0,5760,9925
4,Workshop,95,4,0,1,0,0,0,0,8,1,2,0,2489,0,0,0,0,4509,6998
2,Hackathon,43,4,15000,1,1,1,1,1,2,1,1,5,469,2758,570,3676,1470,11274,20217
3,Seminar,55,1,0,1,1,1,0,0,2,1,3,1,2311,1446,0,1397,0,6299,11453
3,Seminar,262,3,0,1,1,1,0,0,17,5,4,5,10303,10902,0,4838,0,9975,36018
2,Hackathon,95,8,2000,1,1,0,0,0,5,2,3,1,24745,620,0,0,0,4116,29481
1,Technical,194,1,3000,1,1,1,0,1,9,3,4,4,7824,7638,0,3782,1492,6154,26890
3,Seminar,156,3,0,1,0,1,1,0,14,3,3,0,6970,0,1482,2928,0,9133,20513
0,Non-Technical,111,3,5000,1,0,1,0,1,4,2,2,0,2325,0,0,9018,2482,7863,21688
4,Workshop,89,5,0,1,1,0,1,0,5,2,3,2,3971,948,1066,0,0,9679,15664
4,Workshop,94,2,0,0,0,0,1,0,6,2,0,0,0,0,1169,0,0,10523,11692
2,Hackathon,56,6,15000,1,1,0,0,1,2,1,4,4,5922,3008,0,0,3003,3549,15482
2,Hackathon,80,4,5000,1,0,0,0,1,3,1,3,0,2442,0,0,0,2339,10935,15716
1,Technical,124,1,0,1,0,1,0,0,7,3,4,0,4970,0,0,9662,0,9065,23697
1,Technical,137,1,20000,1,0,0,0,0,5,2,2,0,3286,0,0,0,0,8258,11544
3,Seminar,273,2,0,1,0,0,1,0,22,7,1,0,5241,0,4242,0,0,14642,24125
1,Technical,135,1,0,1,0,0,1,0,8,3,1,0,2387,0,1601,0,0,8121,12109
2,Hackathon,113,8,15000,0,1,1,0,1,9,2,0,1,0,1155,0,1636,1722,3216,7729
3,Seminar,259,2,0,1,0,0,1,0,11,5,4,0,11350,0,2424,0,0,13757,27531
2,Hackathon,54,8,0,1,0,0,0,0,2,1,3,0,6193,0,0,0,0,5508,11701
1,Technical,49,4,10000,1,0,0,1,1,2,1,1,0,633,0,777,0,2249,6275,9934
4,Workshop,41,5,0,1,0,1,0,0,2,1,1,0,840,0,0,3363,0,6427,10630
4,Workshop,25,4,0,1,0,0,1,0,2,1,2,0,1930,0,398,0,0,6665,8993
4,Workshop,42,2,0,1,1,1,0,0,3,1,3,1,1342,733,0,2196,0,5875,10146
0,Non-Technical,193,4,1000,1,1,1,1,0,16,4,4,4,9636,10355,2387,9506,0,12540,44424
3,Seminar,277,2,0,1,1,1,0,0,14,7,1,5,3919,15632,0,16158,0,5204,40913
4,Workshop,81,3,0,1,0,0,1,0,5,2,2,0,2993,0,1090,0,0,5994,10077
3,Seminar,109,3,0,1,1,0,1,0,4,1,3,5,3842,4486,1501,0,0,14297,24126
3,Seminar,243,2,0,1,1,1,1,0,11,5,2,3,6686,8695,3604,4535,0,6897,30417
4,Workshop,97,5,0,1,1,1,1,0,4,1,1,3,5482,4507,1033,1370,0,9331,21723
2,Hackathon,167,8,1000,1,0,0,1,1,6,3,2,0,15227,0,2076,0,3672,2982,23957
4,Workshop,97,5,0,1,1,0,1,0,6,2,3,1,6988,562,1568,0,0,7004,16122
0,Non-Technical,112,1,0,1,0,0,0,0,6,1,3,0,4204,0,0,0,0,3007,7211
2,Hackathon,154,6,2000,0,0,1,1,0,12,2,0,0,0,0,2306,7297,0,11054,20657
1,Technical,176,1,0,0,0,1,0,0,10,5,0,0,0,0,0,2749,0,6919,9668
2,Hackathon,172,8,3000,1,1,0,0,1,14,3,3,3,19020,3341,0,0,5345,7176,34882
0,Non-Technical,63,2,2000,1,0,1,1,1,2,1,3,0,2313,0,701,4442,2882,5820,16158
1,Technical,58,3,7000,1,1,0,0,1,4,1,3,4,1774,2069,0,0,3530,6927,14300
3,Seminar,226,2,0,1,1,0,1,0,17,5,4,1,10241,631,3036,0,0,2785,16693
4,Workshop,70,5,0,1,0,0,1,0,4,1,1,0,1214,0,1031,0,0,4787,7032
4,Workshop,81,3,0,1,1,0,0,0,4,1,2,4,2444,3372,0,0,0,6058,11874
0,Non-Technical,176,4,5000,0,0,1,1,1,8,4,0,0,0,0,1597,3586,2025,12636,19844
3,Seminar,132,1,0,1,0,0,1,0,6,4,2,0,4473,0,1606,0,0,6972,13051
2,Hackathon,114,7,20000,1,0,0,0,0,8,2,2,0,18450,0,0,0,0,5389,23839
2,Hackathon,150,4,0,1,1,0,1,0,13,2,1,1,10410,792,1665,0,0,10025,22892
4,Workshop,32,3,0,1,1,1,0,0,2,1,3,3,1006,614,0,1213,0,7132,9965
3,Seminar,176,3,0,0,1,0,1,0,13,3,0,1,0,4889,2768,0,0,8061,15718
1,Technical,32,1,0,1,1,0,1,0,2,1,4,2,1579,582,483,0,0,3787,6431
4,Workshop,94,2,0,1,0,1,1,0,9,2,1,0,1277,0,1233,2004,0,6101,10615
2,Hackathon,65,6,10000,1,1,0,1,0,2,1,2,1,5071,955,706,0,0,10344,17076
0,Non-Technical,102,2,0,1,0,1,0,0,4,2,4,0,4226,0,0,5205,0,4852,14283
1,Technical,196,4,1000,1,1,0,0,1,10,4,2,2,14648,7909,0,0,1531,5564,29652
1,Technical,112,4,10000,0,1,0,0,1,5,1,0,3,0,5116,0,0,1710,10285,17111
1,Technical,154,3,7000,0,1,1,1,0,10,3,0,4,0,5691,2371,11517,0,7565,27144
2,Hackathon,54,5,2000,0,1,1,1,1,3,1,0,5,0,2787,774,3570,4343,8025,19499
4,Workshop,85,2,0,1,1,1,1,0,5,1,1,3,1276,2705,984,4379,0,7358,16702
0,Non-Technical,248,4,3000,1,1,1,0,1,13,7,1,2,16624,2115,0,19233,1347,5848,45167
3,Seminar,180,1,0,1,1,0,0,0,13,3,2,2,3353,1657,0,0,0,8280,13290
0,Non-Technical,200,1,20000,1,0,0,0,1,11,6,3,0,7518,0,0,0,2500,11189,21207
4,Workshop,37,2,0,0,1,1,1,0,3,1,0,1,0,1307,521,2140,0,5269,9237
3,Seminar,260,3,0,0,1,0,1,0,12,4,0,5,0,14492,3048,0,0,3402,20942
4,Workshop,43,5,0,1,0,1,1,0,2,1,3,0,4238,0,700,842,0,8044,13824
4,Workshop,22,2,0,0,1,1,1,0,2,1,0,3,0,1330,364,1845,0,6432,9971
3,Seminar,209,1,0,1,1,0,1,0,17,4,3,1,6959,866,3272,0,0,12138,23235
1,Technical,156,2,1000,0,1,1,1,1,6,3,0,2,0,1535,2369,3315,1512,3071,11802
4,Workshop,55,5,0,1,1,1,1,0,4,1,1,2,3692,1916,941,4449,0,7243,18241
2,Hackathon,162,8,2000,1,1,0,0,1,6,3,3,4,14732,3185,0,0,2062,7126,27105
0,Non-Technical,24,2,20000,1,0,0,0,1,2,1,1,0,420,0,0,0,3090,7344,10854
3,Seminar,209,1,0,1,0,0,1,0,10,3,1,0,3087,0,1910,0,0,7141,12138
3,Seminar,193,2,0,0,0,1,1,0,8,4,0,0,0,0,1963,14561,0,11455,27979
1,Technical,47,1,3000,1,1,0,1,1,2,1,1,5,410,2834,734,0,2911,6028,12917
0,Non-Technical,168,2,3000,1,0,0,1,1,12,5,2,0,3300,0,1787,0,2134,13665,20886
3,Seminar,119,3,0,1,0,0,0,0,8,3,2,0,2533,0,0,0,0,5671,8204
4,Workshop,45,3,0,1,1,0,1,0,3,1,3,4,1698,2162,686,0,0,8514,13060
0,Non-Technical,175,2,2000,1,1,1,0,0,17,3,2,4,3336,9336,0,3980,0,13693,30345
1,Technical,82,4,0,0,0,1,1,0,3,2,0,0,0,0,1145,5390,0,9271,15806
0,Non-Technical,196,3,5000,0,0,0,1,1,9,4,0,0,0,0,2980,0,2030,12959,17969
4,Workshop,48,3,0,1,0,0,1,0,3,1,2,0,1380,0,637,0,0,10512,12529
3,Seminar,296,1,0,1,1,0,1,0,26,5,1,5,4027,13413,2695,0,0,5933,26068
3,Seminar,71,1,0,1,1,0,1,0,3,2,4,4,3025,2877,803,0,0,11683,18388
4,Workshop,39,4,0,1,1,1,1,0,2,1,1,5,3449,2751,555,1047,0,10311,18113
0,Non-Technical,212,1,0,1,1,0,1,0,14,4,1,3,3528,9881,2896,0,0,11787,28092
3,Seminar,129,2,0,0,0,0,1,0,6,2,0,0,0,0,1525,0,0,2783,4308
4,Workshop,29,3,0,1,1,0,1,0,2,1,4,4,1419,1471,401,0,0,4935,8226
2,Hackathon,96,7,7000,1,0,0,0,1,5,2,1,0,1463,0,0,0,2031,10837,14331
0,Non-Technical,108,3,5000,1,1,0,1,0,10,2,3,5,3980,5881,1000,0,0,5334,16195
4,Workshop,22,3,0,1,1,0,1,0,2,1,3,1,780,541,357,0,0,5837,7515
3,Seminar,143,1,0,1,1,0,1,0,6,2,4,4,6541,2646,2010,0,0,5999,17196
0,Non-Technical,207,1,2000,1,1,0,1,1,12,5,2,2,6022,9951,1833,0,1722,9086,28614
1,Technical,36,3,10000,1,0,0,0,1,2,1,1,0,280,0,0,0,4499,4551,9330
3,Seminar,274,1,0,1,0,1,1,0,19,7,2,0,8451,0,2899,6003,0,13139,30492
4,Workshop,49,4,0,1,1,0,1,0,4,1,4,4,5629,2656,687,0,0,9197,18169
2,Hackathon,75,4,5000,1,1,1,1,1,4,2,2,4,2364,2120,1091,3433,1498,6309,16815
4,Workshop,73,5,0,0,1,0,1,0,3,1,0,3,0,2645,834,0,0,6611,10090
1,Technical,160,3,7000,1,1,0,1,0,6,5,1,4,1917,7303,1521,0,0,10462,21203
0,Non-Technical,179,2,0,1,0,1,1,0,10,4,4,0,6864,0,2236,2361,0,9764,21225
2,Hackathon,46,7,7000,1,1,0,0,1,2,1,3,5,4146,2280,0,0,1618,6729,14773
4,Workshop,45,3,0,1,1,0,1,0,2,1,2,3,1033,2553,753,0,0,3975,8314
2,Hackathon,62,6,10000,1,0,1,1,1,4,1,3,0,14962,0,622,4944,2197,4817,27542
0,Non-Technical,137,4,10000,1,0,0,1,1,8,4,3,0,14419,0,1599,0,1894,9770,27682
3,Seminar,75,1,0,1,0,0,0,0,7,2,2,0,2709,0,0,0,0,6412,9121
4,Workshop,48,4,0,0,1,0,0,0,2,1,0,2,0,900,0,0,0,10300,11200
2,Hackathon,116,7,1000,0,0,0,1,1,7,1,0,0,0,0,1735,0,4025,10673,16433
3,Seminar,227,2,0,1,0,0,1,0,15,6,1,0,3592,0,2780,0,0,6989,13361
4,Workshop,40,5,0,1,1,0,1,0,2,1,1,4,3454,968,523,0,0,5809,10754
1,Technical,61,3,20000,1,0,0,0,1,2,1,4,0,2983,0,0,0,1544,6032,10559
3,Seminar,249,3,0,1,0,1,1,0,13,7,1,0,4074,0,3353,16177,0,10138,33742
1,Technical,128,2,0,1,1,0,1,0,8,4,4,5,5651,6789,1212,0,0,11343,24995
2,Hackathon,51,6,15000,1,0,1,1,1,3,1,3,0,10123,0,534,1407,1785,4604,18453
0,Non-Technical,195,1,15000,1,1,0,1,1,9,3,3,5,7765,9342,1711,0,2150,6343,27311
4,Workshop,93,3,0,0,1,0,0,0,4,1,0,4,0,4385,0,0,0,9618,14003
4,Workshop,49,5,0,1,1,0,1,0,2,1,3,5,3495,2770,733,0,0,8518,15516
4,Workshop,43,4,0,1,0,0,1,0,2,1,1,0,3890,0,521,0,0,10155,14566
0,Non-Technical,26,2,20000,1,0,0,1,1,2,1,1,0,283,0,495,0,1679,9089,11546
2,Hackathon,71,6,5000,1,1,1,1,1,3,1,3,4,5888,1593,1169,1450,2396,7689,20185
1,Technical,117,1,0,1,0,0,0,0,6,2,2,0,3108,0,0,0,0,13645,16753
1,Technical,73,2,3000,1,1,1,0,1,6,1,2,5,2229,4138,0,5818,1810,4609,18604
2,Hackathon,95,5,0,1,0,0,1,0,5,2,3,0,3005,0,1617,0,0,5489,10111
2,Hackathon,149,5,7000,0,1,0,0,0,9,4,0,5,0,7432,0,0,0,7125,14557
2,Hackathon,115,7,5000,1,1,1,1,1,6,3,1,4,7590,4886,1105,6005,1613,8216,29415
4,Workshop,89,5,0,1,1,0,1,0,8,2,4,4,9727,3735,1008,0,0,11842,26312
1,Technical,76,1,0,1,1,1,1,0,4,1,2,4,2504,3500,1039,2032,0,7674,16749
1,Technical,44,2,0,1,0,1,1,0,4,1,2,0,1003,0,616,3534,0,8599,13752
3,Seminar,165,3,0,1,0,1,1,0,7,5,2,0,4788,0,1828,10658,0,4146,21420
1,Technical,196,3,0,1,0,1,1,0,10,5,2,0,5289,0,2848,10194,0,4993,23324
3,Seminar,139,1,0,1,1,0,1,0,7,3,1,3,2563,5221,1524,0,0,11397,20705
4,Workshop,80,3,0,1,0,1,0,0,4,2,2,0,1632,0,0,5174,0,12048,18854
0,Non-Technical,122,4,15000,1,1,0,1,0,11,2,2,4,3972,5566,1601,0,0,13445,24584
3,Seminar,51,3,0,0,0,1,1,0,3,1,0,0,0,0,609,4224,0,3668,8501
2,Hackathon,159,6,15000,1,0,0,0,0,6,3,4,0,27764,0,0,0,0,4798,32562
2,Hackathon,168,6,0,1,0,1,1,0,7,3,3,0,5045,0,1768,3200,0,13106,23119
3,Seminar,212,2,0,1,1,1,1,0,10,4,2,5,6721,11465,2128,16320,0,6405,43039
1,Technical,170,3,0,1,1,1,1,0,13,4,2,3,4443,6308,1582,2704,0,6820,21857
1,Technical,84,4,1000,1,1,0,0,0,4,1,3,1,2329,788,0,0,0,7911,11028
2,Hackathon,90,4,10000,1,1,0,1,0,4,2,3,5,8678,3893,905,0,0,8806,22282
1,Technical,168,2,10000,1,0,0,1,1,6,4,2,0,4191,0,2218,0,1560,12268,20237
1,Technical,131,2,0,1,1,0,0,0,10,3,4,3,4783,1632,0,0,0,4550,10965
3,Seminar,145,2,0,1,1,1,1,0,6,3,4,5,7415,8115,2022,9359,0,5642,32553
3,Seminar,131,3,0,1,1,0,1,0,6,3,4,5,5287,6317,2094,0,0,7338,21036
0,Non-Technical,206,2,0,1,0,1,1,0,11,5,1,0,2488,0,2393,10982,0,6149,22012
1,Technical,142,1,15000,1,1,0,1,0,10,2,2,2,3907,1997,1879,0,0,13846,21629
0,Non-Technical,135,4,15000,1,1,0,1,1,7,3,4,5,12538,6067,1443,0,2449,5868,28365
2,Hackathon,77,5,3000,1,0,0,1,0,3,1,2,0,8849,0,953,0,0,4008,13810
0,Non-Technical,207,3,2000,1,0,1,0,1,12,4,4,0,10998,0,0,12258,2095,12244,37595
4,Workshop,59,3,0,1,1,0,1,0,2,1,4,4,2857,3036,734,0,0,10094,16721
1,Technical,54,2,0,1,0,0,1,0,2,1,4,0,2491,0,857,0,0,9445,12793
3,Seminar,226,3,0,1,1,1,0,0,9,4,4,5,11007,12397,0,16460,0,12848,52712
1,Technical,103,4,3000,0,1,0,1,1,6,2,0,4,0,5012,1535,0,3168,6342,16057
2,Hackathon,175,7,3000,1,1,1,1,1,12,4,3,2,31179,6462,2734,10668,2093,5165,58301
3,Seminar,275,3,0,1,1,1,0,0,17,4,4,5,9945,12597,0,5372,0,4260,32174
4,Workshop,47,5,0,1,0,1,1,0,2,1,4,0,2224,0,559,2548,0,8834,14165
3,Seminar,241,2,0,1,1,1,1,0,14,7,2,5,6384,12258,3176,4244,0,5757,31819
4,Workshop,86,2,0,0,1,1,0,0,6,1,0,4,0,4540,0,5451,0,6921,16912
4,Workshop,42,3,0,0,0,1,0,0,3,1,0,0,0,0,0,2786,0,5444,8230
4,Workshop,73,2,0,1,0,0,1,0,4,1,4,0,3160,0,1082,0,0,3953,8195
4,Workshop,85,2,0,0,1,0,0,0,4,2,0,4,0,3928,0,0,0,5238,9166
2,Hackathon,171,4,0,1,1,1,0,0,17,5,2,2,14815,1285,0,12888,0,11545,40533
4,Workshop,64,3,0,1,0,0,1,0,3,1,1,0,1473,0,1067,0,0,7926,10466
0,Non-Technical,183,1,20000,1,0,0,1,1,13,4,3,0,7542,0,1708,0,1610,4159,15019
2,Hackathon,185,8,2000,1,1,0,1,1,7,3,3,2,19446,7335,2363,0,2706,12583,44433
1,Technical,173,2,7000,1,0,0,0,1,9,3,3,0,6746,0,0,0,4180,6291,17217
1,Technical,79,3,0,0,1,1,1,0,4,1,0,4,0,3840,1191,1967,0,7811,14809
1,Technical,47,4,5000,1,0,0,1,1,2,1,3,0,4506,0,702,0,1879,6883,13970
2,Hackathon,134,4,7000,1,1,0,1,1,6,3,3,4,4379,7145,1814,0,2065,12091,27494
4,Workshop,70,3,0,1,1,1,1,0,3,1,4,3,3744,3452,922,3553,0,5676,17347
3,Seminar,149,2,0,1,0,1,0,0,6,2,4,0,6893,0,0,2717,0,9856,19466
0,Non-Technical,141,4,0,1,1,0,1,0,11,4,4,5,16126,7708,2113,0,0,8916,34863
4,Workshop,68,5,0,1,1,0,1,0,6,1,4,3,6518,3583,1008,0,0,7478,18587
3,Seminar,133,1,0,1,0,0,1,0,8,2,4,0,5494,0,1362,0,0,14246,21102
2,Hackathon,106,7,2000,1,0,1,1,1,4,2,3,0,11533,0,1431,1433,1779,5047,21223
0,Non-Technical,167,3,3000,1,1,1,1,1,12,3,4,3,9543,7635,2125,8877,1635,10173,39988
0,Non-Technical,68,1,15000,1,1,0,1,0,2,1,1,5,1535,3472,1185,0,0,8817,15009
